contractSymbol,ticker,lastTradeDate,expiryDate,strike,lastPrice,bid,ask,mid,volume,openInterest,impliedVolatility,last close,optionType,yFinance_dividend_yield
BAC230609C00019000,BAC,2023-06-07 17:50:11,2023-06-09,19.0,10.3,10.4,10.65,10.525,2.0,12,2.43750390625,29.479999542236328,calls,0.029398462690780697
BAC230609C00020000,BAC,2023-05-31 19:19:20,2023-06-09,20.0,7.8,9.35,9.7,9.524999999999999,15.0,0,2.1875045312499997,29.479999542236328,calls,0.029398462690780697
BAC230609C00021000,BAC,2023-05-31 17:49:58,2023-06-09,21.0,6.55,8.35,8.7,8.524999999999999,0.0,0,1.9375003125,29.479999542236328,calls,0.029398462690780697
BAC230609C00022000,BAC,2023-04-27 16:00:26,2023-06-09,22.0,7.15,6.25,6.4,6.325,0.0,1,1.0000000000000003e-05,29.479999542236328,calls,0.029398462690780697
BAC230609C00023000,BAC,2023-06-07 13:54:16,2023-06-09,23.0,6.2,6.4,6.6,6.5,32.0,39,1.3125034374999998,29.479999542236328,calls,0.029398462690780697
BAC230609C00023500,BAC,2023-06-06 18:01:11,2023-06-09,23.5,5.6,5.85,6.15,6.0,1.0,1,1.203128984375,29.479999542236328,calls,0.029398462690780697
BAC230609C00024000,BAC,2023-06-06 18:01:10,2023-06-09,24.0,5.1,5.4,5.7,5.550000000000001,3.0,13,1.3828155859374998,29.479999542236328,calls,0.029398462690780697
BAC230609C00024500,BAC,2023-05-26 18:50:18,2023-06-09,24.5,3.86,4.9,5.2,5.050000000000001,20.0,0,1.2656286718749998,29.479999542236328,calls,0.029398462690780697
BAC230609C00025000,BAC,2023-06-06 17:15:40,2023-06-09,25.0,4.35,4.4,4.6,4.5,6.0,0,0.92187578125,29.479999542236328,calls,0.029398462690780697
BAC230609C00025500,BAC,2023-06-02 15:19:39,2023-06-09,25.5,3.4,3.85,4.1,3.9749999999999996,3.0,3,1.18359783203125,29.479999542236328,calls,0.029398462690780697
BAC230609C00026000,BAC,2023-06-07 15:33:17,2023-06-09,26.0,3.5,3.4,3.6,3.5,3.0,38,0.726565234375,29.479999542236328,calls,0.029398462690780697
BAC230609C00026500,BAC,2023-06-07 17:01:57,2023-06-09,26.5,2.9,2.94,3.1,3.02,3.0,157,0.7226590234375,29.479999542236328,calls,0.029398462690780697
BAC230609C00027000,BAC,2023-06-07 19:37:16,2023-06-09,27.0,2.57,2.45,2.55,2.5,33.0,822,0.5390671093750001,29.479999542236328,calls,0.029398462690780697
BAC230609C00027500,BAC,2023-06-07 19:30:40,2023-06-09,27.5,2.07,1.96,2.07,2.0149999999999997,85.0,2074,0.500005,29.479999542236328,calls,0.029398462690780697
BAC230609C00028000,BAC,2023-06-07 19:55:54,2023-06-09,28.0,1.54,1.45,1.55,1.5,1356.0,6465,0.476567734375,29.479999542236328,calls,0.029398462690780697
