contractSymbol,ticker,lastTradeDate,expiryDate,strike,lastPrice,bid,ask,mid,volume,openInterest,impliedVolatility,last close,optionType,yFinance_dividend_yield
VZ230623C00025000,VZ,2023-06-20 17:19:04,2023-06-23,25.0,11.1,10.85,11.0,10.925,46.0,1,2.0781298046874994,35.79100036621094,calls,0.07225280024420201
VZ230623C00026000,VZ,2023-06-14 18:26:17,2023-06-23,26.0,9.7,9.85,10.2,10.024999999999999,0.0,5,2.1367234082031246,35.79100036621094,calls,0.07225280024420201
VZ230623C00027000,VZ,2023-06-16 17:17:23,2023-06-23,27.0,9.31,8.75,9.15,8.95,1.0,43,1.765626171875,35.79100036621094,calls,0.07225280024420201
VZ230623C00028000,VZ,2023-06-08 14:03:45,2023-06-23,28.0,7.2,7.9,8.0,7.95,10.0,11,1.5820333398437496,35.79100036621094,calls,0.07225280024420201
VZ230623C00030000,VZ,2023-06-15 17:59:00,2023-06-23,30.0,6.34,5.9,6.15,6.025,1.0,10,1.3496126269531248,35.79100036621094,calls,0.07225280024420201
VZ230623C00031000,VZ,2023-06-12 19:29:59,2023-06-23,31.0,4.65,4.9,5.0,4.95,1.0,3,1.0429735351562504,35.79100036621094,calls,0.07225280024420201
VZ230623C00032000,VZ,2023-06-14 15:49:31,2023-06-23,32.0,4.0,3.75,4.15,3.95,1.0,17,0.8632826171875,35.79100036621094,calls,0.07225280024420201
VZ230623C00032500,VZ,2023-06-20 13:49:11,2023-06-23,32.5,3.6,3.4,3.5,3.45,3.0,3,0.7753928710937501,35.79100036621094,calls,0.07225280024420201
VZ230623C00033000,VZ,2023-06-20 14:24:43,2023-06-23,33.0,3.07,2.91,2.99,2.95,3.0,0,0.68555001953125,35.79100036621094,calls,0.07225280024420201
VZ230623C00033500,VZ,2023-06-20 17:02:37,2023-06-23,33.5,2.58,2.4,2.49,2.4450000000000003,86.0,114,0.58789474609375,35.79100036621094,calls,0.07225280024420201
VZ230623C00034000,VZ,2023-06-20 17:03:26,2023-06-23,34.0,2.1,1.95,2.0,1.975,90.0,0,0.5273484765625001,35.79100036621094,calls,0.07225280024420201
VZ230623C00034500,VZ,2023-06-16 17:49:11,2023-06-23,34.5,1.75,1.42,1.51,1.4649999999999999,109.0,0,0.46094289062500005,35.79100036621094,calls,0.07225280024420201
VZ230623C00035000,VZ,2023-06-20 18:44:43,2023-06-23,35.0,1.13,0.98,1.03,1.005,57.0,411,0.36914693359375,35.79100036621094,calls,0.07225280024420201
VZ230623C00035500,VZ,2023-06-20 19:44:41,2023-06-23,35.5,0.61,0.54,0.57,0.5549999999999999,176.0,663,0.273444765625,35.79100036621094,calls,0.07225280024420201
VZ230623C00036000,VZ,2023-06-20 19:46:27,2023-06-23,36.0,0.25,0.23,0.24,0.235,1210.0,2439,0.22266402343749997,35.79100036621094,calls,0.07225280024420201
VZ230623C00036500,VZ,2023-06-20 19:45:16,2023-06-23,36.5,0.08,0.08,0.09,0.08499999999999999,1381.0,2382,0.21875781249999998,35.79100036621094,calls,0.07225280024420201
VZ230623C00037000,VZ,2023-06-20 19:48:37,2023-06-23,37.0,0.03,0.03,0.04,0.035,780.0,0,0.24024197265624997,35.79100036621094,calls,0.07225280024420201
VZ230623C00037500,VZ,2023-06-20 19:47:35,2023-06-23,37.5,0.01,0.01,0.02,0.015,32.0,300,0.26563234375,35.79100036621094,calls,0.07225280024420201
VZ230623C00038000,VZ,2023-06-20 19:42:28,2023-06-23,38.0,0.01,0.01,0.02,0.015,1424.0,0,0.32813171874999997,35.79100036621094,calls,0.07225280024420201
VZ230623P00034000,VZ,2023-06-20 19:46:13,2023-06-23,34.0,0.02,0.01,0.02,0.015,215.0,3823,0.2890696093749999,35.79100036621094,puts,0.07225280024420201
VZ230623P00034500,VZ,2023-06-20 14:46:24,2023-06-23,34.5,0.02,0.02,0.03,0.025,179.0,919,0.242195078125,35.79100036621094,puts,0.07225280024420201
VZ230623P00035000,VZ,2023-06-20 19:03:15,2023-06-23,35.0,0.04,0.03,0.05,0.04,255.0,0,0.195320546875,35.79100036621094,puts,0.07225280024420201
VZ230623P00035500,VZ,2023-06-20 19:38:19,2023-06-23,35.5,0.1,0.09,0.11,0.1,730.0,758,0.15235222656250003,35.79100036621094,puts,0.07225280024420201
VZ230623P00036000,VZ,2023-06-20 19:46:46,2023-06-23,36.0,0.28,0.27,0.29,0.28,993.0,3678,0.10938390625,35.79100036621094,puts,0.07225280024420201
VZ230623P00036500,VZ,2023-06-20 19:43:23,2023-06-23,36.5,0.58,0.6,0.64,0.62,471.0,478,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00037000,VZ,2023-06-20 19:07:48,2023-06-23,37.0,0.96,1.06,1.12,1.09,23.0,237,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00037500,VZ,2023-06-16 19:06:56,2023-06-23,37.5,1.11,1.51,1.6,1.5550000000000002,8.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00038000,VZ,2023-06-12 13:57:31,2023-06-23,38.0,2.32,1.99,2.09,2.04,2.0,19,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00039000,VZ,2023-06-20 16:52:50,2023-06-23,39.0,3.0,3.05,3.15,3.0999999999999996,1.0,12,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00040000,VZ,2023-06-20 16:52:08,2023-06-23,40.0,4.0,3.95,4.25,4.1,2.0,2,0.6132851171875001,35.79100036621094,puts,0.07225280024420201
VZ230623P00041000,VZ,2023-06-06 14:04:42,2023-06-23,41.0,6.35,5.0,5.1,5.05,1.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00042000,VZ,2023-05-05 13:52:12,2023-06-23,42.0,4.8,7.3,7.55,7.425,7.0,0,2.1464890087890627,35.79100036621094,puts,0.07225280024420201
VZ230623P00045000,VZ,2023-06-08 16:01:56,2023-06-23,45.0,10.0,9.05,9.15,9.100000000000001,0.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00049000,VZ,2023-05-26 19:45:07,2023-06-23,49.0,14.0,13.0,13.15,13.075,2.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230623P00050000,VZ,2023-05-15 19:41:11,2023-06-23,50.0,13.1,14.2,14.35,14.274999999999999,25.0,0,1.625001875,35.79100036621094,puts,0.07225280024420201
VZ230630C00025000,VZ,2023-06-13 14:09:43,2023-06-30,25.0,10.85,10.75,11.15,10.95,15.0,46,1.2968785156249998,35.79100036621094,calls,0.07225280024420201
VZ230630C00026000,VZ,2023-06-07 14:08:20,2023-06-30,26.0,8.95,9.9,10.0,9.95,0.0,50,1.1796916015624999,35.79100036621094,calls,0.07225280024420201
VZ230630C00027000,VZ,2023-06-16 17:28:02,2023-06-30,27.0,9.33,8.95,9.05,9.0,1.0,1,1.1347699511718752,35.79100036621094,calls,0.07225280024420201
VZ230630C00030000,VZ,2023-06-05 16:08:40,2023-06-30,30.0,4.85,5.95,6.05,6.0,1.0,6,0.789064609375,35.79100036621094,calls,0.07225280024420201
VZ230630C00031000,VZ,2023-06-15 16:33:05,2023-06-30,31.0,5.47,4.95,5.05,5.0,4.0,11,0.6757844921875001,35.79100036621094,calls,0.07225280024420201
VZ230630C00031500,VZ,2023-06-12 19:07:11,2023-06-30,31.5,4.2,4.45,4.55,4.5,0.0,1,0.6210975390625001,35.79100036621094,calls,0.07225280024420201
VZ230630C00032000,VZ,2023-06-14 19:38:35,2023-06-30,32.0,3.92,3.95,4.05,4.0,3.0,42,0.5644574804687501,35.79100036621094,calls,0.07225280024420201
VZ230630C00032500,VZ,2023-06-15 15:22:51,2023-06-30,32.5,3.85,3.45,3.55,3.5,0.0,1,0.507817421875,35.79100036621094,calls,0.07225280024420201
VZ230630C00033000,VZ,2023-06-16 19:53:23,2023-06-30,33.0,3.56,3.0,3.1,3.05,10.0,0,0.5185595019531251,35.79100036621094,calls,0.07225280024420201
VZ230630C00033500,VZ,2023-06-15 14:48:53,2023-06-30,33.5,2.67,2.48,2.58,2.5300000000000002,0.0,0,0.44336494140625,35.79100036621094,calls,0.07225280024420201
VZ230630C00034000,VZ,2023-06-20 16:16:43,2023-06-30,34.0,2.07,2.01,2.06,2.035,4.0,269,0.36914693359375,35.79100036621094,calls,0.07225280024420201
VZ230630C00034500,VZ,2023-06-20 14:51:45,2023-06-30,34.5,1.74,1.54,1.59,1.565,1.0,4,0.32031929687499994,35.79100036621094,calls,0.07225280024420201
VZ230630C00035000,VZ,2023-06-20 19:46:48,2023-06-30,35.0,1.13,1.1,1.14,1.12,762.0,1333,0.274421318359375,35.79100036621094,calls,0.07225280024420201
VZ230630C00035500,VZ,2023-06-20 19:38:11,2023-06-30,35.5,0.76,0.73,0.74,0.735,26.0,364,0.23633576171874998,35.79100036621094,calls,0.07225280024420201
VZ230630C00036000,VZ,2023-06-20 19:41:52,2023-06-30,36.0,0.45,0.42,0.44,0.43,196.0,1869,0.21680470703125,35.79100036621094,calls,0.07225280024420201
VZ230630C00036500,VZ,2023-06-20 19:39:29,2023-06-30,36.5,0.22,0.21,0.22,0.215,418.0,757,0.198250205078125,35.79100036621094,calls,0.07225280024420201
VZ230630C00037000,VZ,2023-06-20 19:38:24,2023-06-30,37.0,0.1,0.09,0.1,0.095,333.0,6262,0.1914143359375,35.79100036621094,calls,0.07225280024420201
VZ230630C00037500,VZ,2023-06-20 19:49:01,2023-06-30,37.5,0.05,0.04,0.06,0.05,55.0,652,0.20703917968749996,35.79100036621094,calls,0.07225280024420201
VZ230630C00038000,VZ,2023-06-20 19:03:02,2023-06-30,38.0,0.03,0.02,0.03,0.025,63.0,1213,0.21289849609375,35.79100036621094,calls,0.07225280024420201
VZ230630C00039000,VZ,2023-06-20 14:20:44,2023-06-30,39.0,0.01,0.01,0.02,0.015,4.0,512,0.2617261328125,35.79100036621094,calls,0.07225280024420201
VZ230630P00033000,VZ,2023-06-20 19:05:27,2023-06-30,33.0,0.03,0.02,0.03,0.025,165.0,1313,0.273444765625,35.79100036621094,puts,0.07225280024420201
VZ230630P00033500,VZ,2023-06-20 19:03:15,2023-06-30,33.5,0.04,0.03,0.04,0.035,5.0,54,0.24805439453125,35.79100036621094,puts,0.07225280024420201
VZ230630P00034000,VZ,2023-06-20 19:25:35,2023-06-30,34.0,0.04,0.04,0.05,0.045,121.0,2034,0.2148516015625,35.79100036621094,puts,0.07225280024420201
VZ230630P00034500,VZ,2023-06-20 19:20:31,2023-06-30,34.5,0.06,0.07,0.08,0.07500000000000001,57.0,142,0.1914143359375,35.79100036621094,puts,0.07225280024420201
VZ230630P00035000,VZ,2023-06-20 19:49:14,2023-06-30,35.0,0.13,0.13,0.14,0.135,374.0,1081,0.17285983398437502,35.79100036621094,puts,0.07225280024420201
VZ230630P00035500,VZ,2023-06-20 19:33:26,2023-06-30,35.5,0.24,0.23,0.25,0.24,268.0,0,0.15332877929687502,35.79100036621094,puts,0.07225280024420201
VZ230630P00036000,VZ,2023-06-20 19:49:01,2023-06-30,36.0,0.44,0.43,0.44,0.435,479.0,1126,0.13086806640624998,35.79100036621094,puts,0.07225280024420201
VZ230630P00036500,VZ,2023-06-20 19:34:02,2023-06-30,36.5,0.72,0.72,0.75,0.735,76.0,364,0.100594931640625,35.79100036621094,puts,0.07225280024420201
VZ230630P00037000,VZ,2023-06-20 18:25:12,2023-06-30,37.0,0.98,1.11,1.15,1.13,10.0,456,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00037500,VZ,2023-06-20 19:24:53,2023-06-30,37.5,1.55,1.55,1.6,1.5750000000000002,2.0,54,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00038000,VZ,2023-06-20 17:23:18,2023-06-30,38.0,1.89,2.05,2.12,2.085,3.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00038500,VZ,2023-06-12 14:24:13,2023-06-30,38.5,2.78,2.48,2.59,2.535,0.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00039000,VZ,2023-06-05 15:12:16,2023-06-30,39.0,4.01,3.05,3.1,3.075,1.0,11,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00040000,VZ,2023-06-20 15:21:23,2023-06-30,40.0,4.0,4.05,4.15,4.1,16.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00041000,VZ,2023-06-07 14:10:24,2023-06-30,41.0,6.15,5.05,5.1,5.074999999999999,1.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00044000,VZ,2023-05-22 13:45:15,2023-06-30,44.0,7.89,7.95,8.25,8.1,0.0,0,0.6093789062500001,35.79100036621094,puts,0.07225280024420201
VZ230630P00045000,VZ,2023-05-25 15:38:12,2023-06-30,45.0,10.05,9.0,9.1,9.05,15.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
VZ230630P00050000,VZ,2023-06-20 15:21:23,2023-06-30,50.0,14.0,14.0,14.1,14.05,10.0,0,1.0000000000000003e-05,35.79100036621094,puts,0.07225280024420201
